title,release_date,pages,publisher,description,barcode,isbn,edition,category,rating,book_id,image_fpath,summary,price
Aaron and Ahmed,01/01/2012,,Titan,,16004932,9.78E+12,1,Graphic novels.,,98457,,,
Deadenders,01/01/2014,,,,16020421,9.78E+12,1,Graphic novels.,,98469,,,
SVK,01/01/2011,,Berg Ltd.,,16023152,9.78E+12,1,Graphic novels.,,98470,,,
Shakespeare's Romeo & Juliet,01/01/2012,,Raintree,,16026641,9.78E+12,1,Graphic novels.,,98472,,,
17x23 showcase,01/01/2014,,,,16027209,9.78E+12,1,Graphic novels.,,98473,,,
Days of the Bagnold summer,01/01/2012,,Jonathan Cape,,16034705,9.78E+12,1,Graphic novels.,,98476,,,
Eagle strike :the graphic novel,01/01/2012,,Walker,,16035510,9.78E+12,1,Graphic novels.,,98478,,,
Hunch Parsons,01/01/2012,,Blank Slate,,16050177,9.78E+12,1,Graphic novels.,,98488,,,
Death & the girls,01/01/2012,,Blank Slate,,16050178,9.78E+12,1,Graphic novels.,,98489,,,
Playing out,01/01/2012,,Blank Slate,,16050179,9.78E+12,1,Graphic novels.,,98490,,,
The suitcase,01/01/2012,,Blank Slate,,16050180,9.78E+12,1,Graphic novels.,,98491,,,
Monomono-Banza diaries,01/01/2012,,Dark Windows Press,,16050701,9.78E+12,1,Graphic novels.,,98492,,,
Gloaming,01/01/2012,,Pocko,,16054047,9.78E+12,1,Graphic novels.,,98493,,,
Soulless :the manga,01/01/2012,,Orbit,,16054921,9.78E+12,1,Graphic novels.,,98494,,,
The tale of Brin & Bent and Minno Marylebone,01/01/2012,,Jonathan Cape,,16057078,9.78E+12,1,Graphic novels.,,98495,,,
Century club,01/01/2012,,Cinebook,,16058328,9.78E+12,1,Graphic novels.,,98496,,,
Hamlet :the graphic novel : plain text,01/01/2012,,Classical Comics,,16058423,9.78E+12,1,Graphic novels.,,98497,,,
The Count of Monte Cristo,01/01/2012,,Classic Comic Store,,16059511,9.78E+12,1,Graphic novels.,,98498,,,
"Please God, find me a husband!",01/01/2011,,Jonathan Cape,,16064259,9.78E+12,1,Graphic novels.,,98499,,,
Dante's Inferno,01/01/2012,,Knockabout,,16068103,9.78E+12,1,Graphic novels.,,98500,,,
The seven dwarves,01/01/2012,,Cinebook,,16068941,9.78E+12,1,Graphic novels.,,98501,,,
Koma,01/01/2012,,Usharp Comics,,16080837,9.78E+12,1,Graphic novels.,,98508,,,
Dockwood :2 autumn stories,01/01/2014,,,,16087315,9.78E+12,1,Graphic novels.,,98512,,,
Adventures of a Japanese businessman,01/01/2014,,,,16087316,9.78E+12,1,Graphic novels.,,98513,,,
The Micanopy murders,01/01/2012,,Atlantic Press,,16089322,9.78E+12,1,Graphic novels.,,98514,,,
The Hive,01/01/2012,,Jonathan Cape,,16090455,9.78E+12,1,Graphic novels.,,98516,,,
The Captain Pugwash comic book collection,01/01/2012,,Frances Lincoln Children's,,16091440,9.78E+12,1,Graphic novels.,,98517,,,
Fantasy world :the adventures of Ken,01/01/2011,,Ajiey Media/E M Smart,,16093245,9.78E+12,1,Graphic novels.,,98518,,,
Manny Man does Shakespeare Macbeth,01/01/2012,,Manny Man Comics,,16096293,9.78E+12,1,Graphic novels.,,98519,,,
"Tiger sun, dragon moon",01/01/2014,,,,16099879,,1,Graphic novels.,,98520,,,
Prince of cats,01/01/2012,,Titan,,16103529,9.78E+12,1,Graphic novels.,,98523,,,
Comeback kings,01/01/2012,,Ardden Entertainment,,16107611,9.78E+12,1,Graphic novels.,,98527,,,
Punishment of the dice gods,01/01/2014,,,,16108557,9.78E+12,1,Graphic novels.,,98530,,,
Daemonifuge,01/01/2011,,Black Library,,16109155,9.78E+12,1,Graphic novels.,,98531,,,
The chronicles of Gyzra,01/01/2014,,,,16113940,9.78E+12,1,Graphic novels.,,98534,,,
Charley's war :death from above,01/01/2014,,,,16117737,9.78E+12,1,Graphic novels.,,98535,,,
Here (away from it all),01/01/2012,,Authors OnLine,,16128588,9.78E+12,1,Graphic novels.,,98539,,,
Light Man and Cosmos Man :the American mega heros,01/01/2012,,Light Man Comics,,16129542,9.78E+12,1,Graphic novels.,,98540,,,
Beyond the Fringe,01/01/2012,,Titan,,16136151,9.78E+12,1,Graphic novels.,,98542,,,
Hamlet :the graphic novel,01/01/2012,,Classical Comics,,16136318,9.78E+12,1,Graphic novels.,,98543,,,
The Nao of Brown,01/01/2012,,SelfMadeHero,,16136334,9.78E+12,1,Graphic novels.,,98545,,,
The three eyes of the guardians of the Tao,01/01/2014,,,,16163718,9.78E+12,1,Graphic novels.,,98564,,,
The making of,01/01/2014,,,,16167608,9.78E+12,1,Graphic novels.,,98566,,,
Dead space,01/01/2014,,,,16177478,9.78E+12,1,Graphic novels.,,98569,,,
Dead space.,01/01/2013,,Titan,,16177479,9.78E+12,1,Graphic novels.,,98570,,,
The jaded enemy,01/01/2012,,Perilous Idol,,16188510,9.78E+12,1,Graphic novels.,,98573,,,
Montague Terrace,01/01/2013,,Jonathan Cape,,16190653,9.78E+12,1,Graphic novels.,,98574,,,
Ultimate comics The Ultimates.,01/01/2014,,,,16199969,9.78E+12,1,Graphic novels.,,98577,,,
Madwoman of the sacred heart,01/01/2014,,,,16204004,9.78E+12,1,Graphic novels.,,98578,,,
The angel's shadow,01/01/2013,,Cinebook,,16206090,9.78E+12,1,Graphic novels.,,98580,,,
The way and the virtue,01/01/2013,,Cinebook,,16206091,9.78E+12,1,Graphic novels.,,98581,,,
Eoin Colfer's The supernaturalist :the graphic novel,01/01/2012,,Puffin,,16207925,9.78E+12,1,Graphic novels.,,98582,,,
Stray lines.,01/01/2014,,,,16208551,9.78E+12,1,Graphic novels.,,98583,,,
Eustace,01/01/2014,,,,16214634,9.78E+12,1,Graphic novels.,,98584,,,
Admin.,01/01/2012,,Wait in the Car Books,,16228328,,1,Graphic novels.,,98588,,,
Celtic warrior :the legend of Cu Chulainn,01/01/2014,,,,16230034,9.78E+12,1,Graphic novels.,,98589,,,
Near life and other stories,01/01/2014,,,,16242654,9.78E+12,1,Graphic novels.,,98591,,,
Windowpane,01/01/2012,,Breakdown Press,,16242794,9.78E+12,1,Graphic novels.,,98592,,,
The gigantic beard that was evil,01/01/2013,,Jonathan Cape,,16256261,9.78E+12,1,Graphic novels.,,98598,,,
Naming monsters,01/01/2014,,,,16257610,9.78E+12,1,Graphic novels.,,98605,,,
Marble season,01/01/2014,,,,16269801,9.78E+12,1,Graphic novels.,,98606,,,
James Joyce :portrait of a Dubliner,01/01/2014,,,,16270805,9.78E+12,1,Graphic novels.,,98608,,,
A mole in D.C.,01/01/2014,,,,16270837,9.78E+12,1,Graphic novels.,,98611,,,
Slaves,01/01/2014,,,,16270838,9.78E+12,1,Graphic novels.,,98612,,,
St George :blood and martyrs,01/01/2014,,,,16277929,9.78E+12,1,Graphic novels.,,98614,,,
The mysterious case of Billy's G string :chronicle the first,01/01/2014,,,,16292860,9.78E+12,1,Graphic Novels.,,98620,,,
Beautiful creatures,01/01/2014,,,,16296631,9.78E+12,1,Graphic novels.,,98621,,,
Evil under the sun,01/01/2014,,,,16299022,9.78E+12,1,Graphic novels.,,98622,,,
Lord Horror :reverbstorm,01/01/2014,,,,16314923,9.78E+12,1,Graphic novels.,,98623,,,
The end,01/01/2014,,,,16316409,9.78E+12,1,Graphic novels.,,98624,,,
The black dragon,01/01/2014,,,,16316413,9.78E+12,1,Graphic novels.,,98625,,,
The Hartlepool monkey,01/01/2014,,,,16316425,9.78E+12,1,Graphic novels.,,98626,,,
Garth Ennis presents: Battle classics,01/01/2014,,,,16317344,9.78E+12,1,Graphic novels.,,98627,,,
El santero,01/01/2014,,,,16317563,9.78E+12,1,Graphic novels.,,98628,,,
The Dark-Hunters :infinity,01/01/2014,,,,16333299,9.78E+12,1,Graphic novels.,,98636,,,
Slumdroid.,01/01/2014,,,,16333476,9.78E+12,1,Graphic novels.,,98637,,,
The Mice.,01/01/2014,,,,16333477,9.78E+12,1,Graphic novels.,,98638,,,
Domestic bliss.,01/01/2014,,,,16383375,9.78E+12,1,Graphic novels.,,98639,,,
Kick-ass :volume 1,01/01/2014,,,,16416440,9.78E+12,1,Graphic novels.,,98640,,,
Blank.,01/01/2014,,,,16421612,9.78E+12,1,Graphic novels.,,98641,,,
Evil star :the graphic novel,01/01/2014,,,,16443878,9.78E+12,1,Graphic novels.,,98642,,,
Sharky,01/01/2014,,,,16449456,9.78E+12,1,Graphic novels.,,98645,,,
Vampire Academy.,01/01/2014,,,,16454227,9.78E+12,1,Graphic novels.,,98646,,,
The best of wonder wart-hog,01/01/2014,,,,16456992,9.78E+12,1,Graphic novels.,,98648,,,
(In a sense) lost and found,01/01/2014,,,,16457970,9.78E+12,1,Graphic novels.,,98649,,,
Neurocomic,01/01/2014,,,,16457971,9.78E+12,1,Graphic novels.,,98650,,,
Dark satanic mills,01/01/2014,,,,16461409,9.78E+12,1,Graphic novels.,,98652,,,
The complete Don Quixote,01/01/2014,,,,16462145,9.78E+12,1,Graphic novels.,,98654,,,
Twisted light,01/01/2013,,T Publications,,16465570,9.78E+12,1,Graphic novels.,,98655,,,
"Bad dog, no biscuit",01/01/2014,,,,16467346,9.78E+12,1,Graphic novels.,,98656,,,
Steed and Mrs Peel :a very civil armageddon,01/01/2014,,,,16468157,9.78E+12,1,Graphic novels.,,98659,,,
Tanpopo.,01/01/2014,,,,16468165,9.78E+12,1,Graphic novels.,,98660,,,
The property,01/01/2014,,,,16469837,9.78E+12,1,Graphic novels.,,98661,,,
Max Payne 3 :the complete series,01/01/2014,,,,16473273,9.78E+12,1,Graphic novels.,,98663,,,
The park,01/01/2014,,,,16483396,9.78E+12,1,Graphic novels.,,98667,,,
Fanboys vs. zombies.,01/01/2014,,,,16489981,9.78E+12,1,Graphic novels.,,98669,,,
Freelancers,01/01/2014,,,,16489984,9.78E+12,1,Graphic novels.,,98670,,,
The secret history of space,01/01/2014,,,,16489989,9.78E+12,1,Graphic novels.,,98673,,,
17-Apr,01/01/2014,,,,16490061,9.78E+12,1,Graphic novels.,,98674,,,
Bart Simpson to the rescue!,01/01/2014,,,,16609428,9.78E+12,1,Graphic novels.,,98712,,,
"Kane Stryker, cyber agent",01/01/2014,,,,16612731,9.78E+12,1,Graphic novels.,,98713,,,
Nightmare of the scarecrows,01/01/2014,,,,16612732,9.78E+12,1,Graphic novels.,,98714,,,
The head is dead,01/01/2014,,,,16612733,9.78E+12,1,Graphic novels.,,98715,,,
Space pirate unicorn,01/01/2014,,,,16612735,9.78E+12,1,Graphic novels.,,98716,,,
Terror swipe,01/01/2014,,,,16612736,9.78E+12,1,Graphic novels.,,98717,,,
Metallica :nothing else matters : the graphic novel,01/01/2014,,,,16612760,9.78E+12,1,Graphic novels.,,98718,,,
The Bojeffries saga,01/01/2014,,,,16621173,9.78E+12,1,Graphic novels.,,98719,,,
Worse things happen at sea :leporello,01/01/2014,,,,16622402,9.78E+12,1,Graphic novels.,,98723,,,
Sally Heathcote :suffragette,01/01/2014,,,,16642505,9.78E+12,1,Graphic novels.,,98724,,,
Steed and Mrs Peel.,01/01/2014,,,,16644352,9.78E+12,1,Graphic novels.,,98725,,,
Robert the Bruce,01/01/2014,,,,16644546,9.78E+12,1,Graphic novels.,,98726,,,
Nightrise :the graphic novel,01/01/2014,,,,16683441,9.78E+12,1,Graphic novels.,,98731,,,
Clive Barker's next testament.,01/01/2014,,,,16684099,9.78E+12,1,Graphic novels.,,98732,,,
The great game,01/01/2014,,,,16684300,9.78E+12,1,Graphic novels.,,98733,,,
Roy of the Rovers :World Cup special 2014,01/01/2014,,,,16684426,9.78E+12,1,Graphic novels.,,98735,,,
In the name of the son,01/01/2014,,,,16684600,9.78E+12,1,Graphic novels.,,98736,,,
Honey West and T.H.E. Cat :a girl and her cat,01/01/2014,,,,16684752,9.78E+12,1,Graphic novels.,,98737,,,
A man called Horace,01/01/1993,,HHL.,,6744357,951980106,1,Great Britain,,98741,,,
Biker mice from Mars.,01/01/1995,,Marvel Comics,,7240439,,1,Great Britain,,98744,,,
Free drugs.,01/01/1995,,Vernier Press,,7241482,,1,Great Britain,,98745,,,
The best of Barry Fantoni,01/01/1990,,Deutsch,,7372198,233986340,1,Great Britain,,98749,,,
101 uses for a John Major,01/01/1993,,Deutsch,,7372328,233988629,1,Great Britain,,98750,,,
Turning turtle :turtley mad uses for dead turtles,01/01/1990,,New English Library,,7389547,450549704,1,Great Britain,,98751,,,
McGraw's :an everyday story of tractor folk,01/01/1992,,Allan T. Condie,,7448312,907742955,1,Great Britain,,98753,,,
The Bogie Man :the Manhattan Project,01/01/1992,,Tundra,,7453330,1858090016,1,Great Britain,,98754,,,
The sock monsters,01/01/1995,,Orion Children's Books,,7458100,185881233X,1,Great Britain,,98755,,,
The amazing Mr Pleebus,01/01/1996,,Orchard Books,,7466590,1860390323,1,Great Britain,,98756,,,
An alphabet of fun.,01/01/1996,,D.C. Thomson,,8782853,851166164,1,Great Britain,,98780,,,
Fast one :a graphic novel,01/01/1991,,No Exit,,8805827,948353848,1,Great Britain,,98782,,,
Enchanted crocodiles,01/01/199,,Bullfinch,,8820579,951142798,1,Great Britain,,98785,,,
"Battle force `the mission` ;and, War paint warrior `Amazonia adventure`.",01/01/1994,,Pedigree,,8829983,187450735X,1,Great Britain,,98787,,,
How dogs really work!,01/01/1995,,PictureLions,,9376538,6643191,1,Great Britain,,98789,,,
A regimental mess,01/01/1993,,Owl,,9472267,951591754,1,Great Britain,,98791,,,
"David, we're pregnant! :101 cartoons for expectant parents",01/01/1991,,Owl,,9472268,951591762,1,Great Britain,,98792,,,
"Hi, mum! Hi, dad! :101 cartoons for new parents",01/01/1992,,Owl,,9472269,951591770,1,Great Britain,,98793,,,
Trains are delayed due to -,01/01/1993,,Oakfield,,9473251,951694618,1,Great Britain,,98794,,,
Horace & Doris,01/01/1992,,Visual Humour,,9476217,952002701,1,Great Britain,,98795,,,
Playto & the power of Vril!,01/01/1993,,Ando,,9478101,952200007,1,Great Britain,,98796,,,
A kipper full of Zit :the best of issues 11-30.,01/01/1995,,[Zit?],,9478378,952230577,1,Great Britain,,98797,,,
`Kazi Kidogo`.,01/01/1995,,Mantlebe,,9479328,952332035,1,Great Britain,,98798,,,
Skin,01/01/1992,,Tundra,,9747212,1858090008,1,Great Britain,,98801,,,
Mort :a discworld big comic,01/01/1994,,VG Graphics,,10078997,575056975,1,Great Britain,,98803,,,
Close encounters,01/01/1993,,Headline in association with Blackwood Publishing,,10083789,747209227,1,Great Britain,,98806,,,
Sunday Sport naughty cartoons 2.,01/01/1992,,Warner,,10088210,747408718,1,Great Britain,,98807,,,
Happiness is :the best of the Hamlet moments.,01/01/1993,,Bloomsbury,,10089043,747515794,1,Great Britain,,98808,,,
Happiness is- :more Hamlet moments.,01/01/1994,,Bloomsbury,,10089143,747518114,1,Great Britain,,98809,,,
It's a dog's life :a canine cartoon collection,01/01/1991,,Robson Books,,10109144,860517527,1,Great Britain,,98811,,,
Through the lightning gate,01/01/1994,,Red Fox,,10662104,99333414,1,Great Britain,,98813,,,
Death and the Lizard man,01/01/1994,,Red Fox,,10662333,99371812,1,Great Britain,,98814,,,
The complete dick,01/01/1993,,Warner,,10729942,751507830,1,Great Britain,,98816,,,
Off the bone,01/01/1996,,Warner,,10730175,751514586,1,Great Britain,,98817,,,
Hamlet :an actor prepares,01/01/1990,,Virgin,,10749950,863693822,1,Great Britain,,98819,,,
Alex IV :the man with the golden handshake,01/01/1991,,Penguin,,11308644,140144749,1,Great Britain,,98820,,,
Temptation,01/01/1991,,Penguin,,11308882,140154787,1,Great Britain,,98821,,,
Jo-jo's journey,01/01/1994,,Bodley Head,,11329210,037031946X,1,Great Britain,,98825,,,
Judge Dredd in the complete apocalypse war,01/01/1995,,Titan,,12029133,1852864044,1,Great Britain,,98837,,,
The collected Slaine,01/01/1993,,Titan,,12029189,1852864850,1,Great Britain,,98838,,,
WildC.A.T.S. :covert action teams,01/01/1995,,Titan,,12029294,1852866632,1,Great Britain,,98839,,,
Roy of the Rovers :the playing years,01/01/1994,,Queen Anne Press,,12029598,185291548X,1,Great Britain,,98840,,,
"Roy of the Rovers, Melchester magic.",01/01/1993,,Ravette,,12030710,1853043451,1,Great Britain,,98842,,,
Shuggie & Duggie :take 1,01/01/1992,,Ravette,,12030770,1853044679,1,Great Britain,,98843,,,
Indestructible,01/01/1993,,Ravette,,12030780,1853045780,1,Great Britain,,98844,,,
Biker mice from Mars,01/01/1994,,Ravette,,12030803,185304783X,1,Great Britain,,98846,,,
Judge Dredd Hall of justice,01/01/1991,,Fleetway,,12039443,1853862282,1,Great Britain,,98847,,,
The ghostly shark,01/01/1989,,Marvel Comics,,12040849,1854000608,1,Great Britain,,98848,,,
The demon baby,01/01/1989,,Marvel Comics,,12040852,1854000756,1,Great Britain,,98849,,,
The A-team in diamonds are the thief's best friend.,01/01/1983,,Marvel,,12040858,1854001388,1,Great Britain,,98851,,,
The Real ghostbusters :ghostnappers and other stories.,01/01/1989,,Marvel,,12040859,1854001418,1,Great Britain,,98852,,,
Alf :Melmac to the future and other stories.,01/01/1988,,Marvel,,12040860,1854001531,1,Great Britain,,98853,,,
Night raven :the collected stories,01/01/1990,,Marvel Comics,,12040868,1854002279,1,Great Britain,,98854,,,
The Dreadnoughts,01/01/1996,,Michael O'Mara,,12046642,1854797069,1,Great Britain,,98855,,,
Roy of the Rovers monthly :the best of the Roy Race stories.,01/01/1990,,Fleetway,,12474755,,1,Great Britain,,98856,,,
Sphinx paper magazine.,01/01/1990,,B.O.L.D.,,12475151,,1,Great Britain,,98857,,,
Acne.,01/01/1991,,Ance,,12476080,,1,Great Britain,,98858,,,
New kids on the block.,01/01/1991,,Marvel,,12477285,,1,Great Britain,,98859,,,
Bugs bunny.,01/01/1990,,London Editions Magazines,,12477693,,1,Great Britain,,98860,,,
Meltdown.,01/01/1991,,Marvel Comics,,12477694,,1,Great Britain,,98861,,,
Havoc.,01/01/1991,,Marvel Comics,,12477805,,1,Great Britain,,98862,,,
The Bradshaws - an'all that.,01/01/1991,,London Editions Magazine,,12478367,,1,Great Britain,,98864,,,
The Raggy dolls.,01/01/1986,,Redan,,12478374,,1,Great Britain,,98865,,,
Electric soup.,01/01/1990,,Electric Soup Press,,12478574,,1,Great Britain,,98867,,,
Heroes.,01/01/1991,,London Editions Magazines,,12478576,,1,Great Britain,,98868,,,
Doctor Who classic comics.,01/01/1992,,Marvel Comics UK,,12483316,,1,Great Britain,,98877,,,
The Complete Judge Dredd.,01/01/1992,,Fleetway Editions,,12483461,,1,Great Britain,,98878,,,
Sgt Slaughter :the avenger of death.,01/01/1993,,Essex Co-operative,,12488968,,1,Great Britain,,98884,,,
The Mark of Mandragora.,01/01/1993,,Virgin,,12625234,426203968,1,Great Britain,,98885,,,
"Young Tommy Atkins Esq. :Mark II V.I.P., 1939-45",01/01/1995,,Adelphi,,12698299,1856549496,1,Great Britain,,98887,,,
Lady Constantine,01/01/2006,,[Titan],,13387001,1401209424,1,"Great Britain / History / George III, 1760-1820 / Comic books, strips, etc. / Fiction.",,98906,,,
Henry V :the graphic novel : original text version,01/01/2007,,Classical Comics,,13829556,9.78E+12,1,"Great Britain / History / Henry V, 1413-1422 / Comic books, strips, etc. / Juvenile fiction.",,98907,,,
Henry V :the graphic novel : plain text version,01/01/2007,,Classical Comics,,13829557,9.78E+12,1,"Great Britain / History / Henry V, 1413-1422 / Comic books, strips, etc. / Juvenile fiction.",,98908,,,
Henry V :the graphic novel : quick text version,01/01/2007,,Classical Comics,,13829558,9.78E+12,1,"Great Britain / History / Henry V, 1413-1422 / Comic books, strips, etc. / Juvenile fiction.",,98909,,,
Giles's fighting forces,01/01/2008,,Express Newspapers,,14697245,9.78E+12,1,"Great Britain / History, Military / 20th century / Caricatures and cartoons.",,98918,,,
101 uses for the royal family,01/01/2002,,Summersdale,,10762022,1840242310,1,Great Britain / Kings and rulers / Caricatures and cartoons.,,98923,,,
Tribal politics,01/01/1999,,Palmano Bennett,,10120013,861661397,1,Great Britain / Politics and government / 1979-1997 / Caricatures and cartoons.,,98944,,,
Unspeakable if -,01/01/2003,,Methuen,,10978483,413773574,1,Great Britain / Politics and government / 1997- / Caricatures and cartoons.,,98952,,,
Chairman Blair's little red book,01/01/2001,,Methuen,,11964614,413760006,1,Great Britain / Politics and government / 1997- / Caricatures and cartoons.,,98954,,,
Monsters :how George Bush saved the world - and other tall stories,01/01/2008,,"Little, Brown",,14633607,9.78E+12,1,Great Britain / Politics and government / 20th century / Caricatures and cartoons.,,98957,,,
Hogarth and his times :serious comedy,01/01/1997,,Published for the Trustees of the British Museum by British Museum Press in association with the Parnassus Foundation,,8084161,714126144,1,Great Britain / Social life and customs / 18th century / Exhibitions.,,98970,,,
Among the whores and thieves: William Hogarth and The beggar's opera,01/01/1997,,"Yale Center for British Art, The Lewis Walpole Library",,10337462,300095481,1,Great Britain / Social life and customs / 18th century / Exhibitions.,,98971,,,
True Brit,01/01/2004,,Titan,,13002505,1840239786,1,"Great Britain / Social life and customs / 21st century / Comic books, strips, etc. / Fiction.",,98978,,,
Commando :high explosive,01/01/2010,,Carlton,,15578698,9.78E+12,1,"Great Britain. / Army / Commando troops / Comic books, strips, etc. / Fiction.",,98988,,,
"Drawing ECGD, 1973-2006 :a risky business",01/01/2006,,Matador,,13669718,1905886284,1,Great Britain. / Export Credits Guarantee Department / Caricatures and cartoons.,,98990,,,
Laf with the RAF :cartoons,01/01/1994,,Yorkshire Air Museum,,8821684,951237934,1,Great Britain. / Royal Air Force.,,98994,,,
Punch with wings :a cartoon history of the Royal Air Force,01/01/1961,,Barker,,12215884,,1,Great Britain. / Royal Air Force.,,98995,,,
Road to the altar,01/01/2008,,Titan,,14407975,9.78E+12,1,"Green Arrow (Fictitious character) / Comic books, strips, etc. / Fiction.",,99005,,,
The family business,01/01/2009,,Titan,,14822232,9.78E+12,1,"Green Arrow (Fictitious character) / Comic books, strips, etc. / Fiction.",,99008,,,
Green Arrow :year one,01/01/2009,,Titan,,15103940,9.78E+12,1,"Green Arrow (Fictitious character) / Comic books, strips, etc. / Fiction.",,99009,,,
The Jack Kirby omnibus :volume 1.,01/01/2011,,Titan,,15826071,9.78E+12,1,"Green Arrow (Fictitious character) / Comic books, strips, etc. / Fiction.",,99012,,,
The Midas touch,01/01/2012,,Titan,,16031303,9.78E+12,1,"Green Arrow (Fictitious character) / Comic books, strips, etc. / Fiction.",,99013,,,
Green Lantern/Green Arrow,01/01/2012,,Titan,,16077480,9.78E+12,1,"Green Arrow (Fictitious character) / Comic books, strips, etc. / Fiction.",,99014,,,
